id,collection,dc.contributor.advisor,dc.contributor.author,dc.contributor.committeeMember,dc.contributor.department,dc.contributor.majorProfessor,dc.date,dc.date.accessioned,dc.date.available,dc.date.copyright,dc.date.embargo,dc.date.issued,dc.date.updated,dc.description,dc.description.abstract,dc.description.comments,dc.description.embargoterms,dc.description.provenance[en],dc.format.mimetype,dc.identifier,dc.identifier.articleid,dc.identifier.contextkey,dc.identifier.doi,dc.identifier.orcid,dc.identifier.other,dc.identifier.s3bucket,dc.identifier.studentid,dc.identifier.submissionpath,dc.identifier.uri,dc.language.iso,dc.language.rfc3066,dc.publisher,dc.relation.hasversion,dc.relation.ispartofseries,dc.relation.isversionof,dc.rights,dc.rights.holder,dc.rights.uri[*],dc.rights[*],dc.source.bitstream,dc.source.uri,dc.source.uri[*],dc.subject.disciplines,dc.subject.disciplines[en_US],dc.subject.keywords,dc.subject.keywords[en_US],dc.supplemental.bitstream,dc.title,dc.type,dc.type.genre,dc.type.genre[en_US],dc.type[en_US],dspace.entity.type,relation.hasVersion,relation.isAuthorOfPublication,relation.isOrgUnitOfPublication,relation.isSeriesOfPublication,relation.isVersionOf,thesis.degree.department,thesis.degree.discipline,thesis.degree.discipline[en_US],thesis.degree.grantor[en_US],thesis.degree.level,thesis.degree.level[$],thesis.degree.name,thesis.degree.name[en_US]
1d80c57d-b1b2-48dd-a7ae-22dc54ebb566,20.500.12876/5,,"Pan, Chunrong",,Department of Computer Science::virtual::150431::600||Computer Science,,2020-11-09T18:52:39.000,2021-02-26T08:58:54Z,2021-02-26T08:58:54Z,Thu Jan 01 00:00:00 UTC 2004,,1/1/2004,,,"<p>XML is becoming the de facto standard for data exchange over the Internet. In particular, many XML databases contain a large set of small XML documents with similar structure. It creates a new requirement to store and retrieve information from these XML documents efficiently. XML-based bibliography file is such a large set of XML documents with similar structure. The problem we are concerned is to build index and support query for this kind of XML documents in a fast and effective way. Since each document is small, the query result is not necessarily a tree or subtree of XML document. We can return the document ID for each query in order to retrieve the entire document. In order to solve this problem, we propose to store a set of XML documents into B+ tree inverted files and query the information based on B+ tree structure. This project uses XML as a bridge and combines the database and information retrieval into one application with supporting storage, indexing and querying. It allows creating index based on the entire path or keywords so that it could retrieve the document ID for keyword query and path query. Based on the assumption that the document is small, this project can deal with the queries with simple path structure or terms very efficiently. We have constructed DBLP B+ tree, DBLP Author B+ tree and DBLP Title B+ trees. All these B+ trees provide the user with a good opportunity to search and retrieve the information from a large xml-based bibliography database very efficiently. We have conducted many experiments to test the performance of construction time for each B+ tree and to observe the query efficiency.</p>",,,"Made available in DSpace on 2021-02-26T08:58:54Z (GMT). No. of bitstreams: 0||Item withdrawn by Atmire NV (atmirenv@gmail.com) on 2021-02-26T08:58:54Z
Item was in collections:
Publications (ID: 76c07a07-0ef0-419f-a96a-1cadbca8fcb2)
No. of bitstreams: 0",application/pdf,archive/lib.dr.iastate.edu/rtd/20818/,21817,20115283,https://doi.org/10.31274/rtd-20201107-375,,,isulib-bepress-aws-west,,rtd/20818,https://dr.lib.iastate.edu/handle/20.500.12876/98185,en,,,,,,,,,,archive/lib.dr.iastate.edu/rtd/20818/Pan_ISU_2004_P355.pdf|||Fri Jan 14 22:29:04 UTC 2022,,,,,Computer science,,,"Query, indexing and benchmark for XML-based bibliography databases",,,thesis,thesis,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::150431::600,,,,Computer Science,,,thesis,,Master of Science,
bafa9d3e-e096-45f1-8989-e823b04970ba,20.500.12876/5,"Lutz, Jack H||Aduri, Pavan||Miner, Andrew||Lathrop, James||Ciardo, Gianfranco||Smith, Arthur","Migunov, Andrei Nikolai",,Department of Computer Science::virtual::244685::600,,,2022-11-09T05:47:13Z,2022-11-09T05:47:13Z,,,2022-08,2022-11-09T05:47:13Z,,"In this thesis, we study the notion of algorithmic randomness and its refinement, algorithmic dimension, in the contexts of learning theory and analog computation. Zaffora Blando (2021) recently characterized algorithmic randomness in terms of computable learning functions. We extend this work to characterize the Hausdorff and computable dimensions in terms of learning functions, and we give an upper bound on the algorithmic dimension. Having worked with randomness and dimension in the traditional setting, we move on to study randomness in the analog framework. We discuss a specific form of analog computation known as stochastic chemical reaction networks (SCRNs) and review the theory of randomness due to Huang et al. (2019) that obtains for this class of analog computers. We use these tools to discuss randomness properties of sequences of real numbers that represent the sojourn times between chemical system state transitions. Finally, we discuss an analog version of the classical randomized complexity class BPP.",,,"Made available in DSpace on 2022-11-09T05:47:13Z (GMT). No. of bitstreams: 1
Migunov_iastate_0097E_20339.pdf: 517137 bytes, checksum: c39e9c3606ba7c1f9dadc31b26270c4c (MD5)
  Previous issue date: 2022-08||Item withdrawn by Anne Shelley (aeshelle@iastate.edu) on 2024-03-16T03:40:51Z
Item was in collections:
Theses and Dissertations (ID: 0830d32e-14e1-4a4f-bb8f-271a75ed35af)
No. of bitstreams: 4
Migunov_iastate_0097E_20339.pdf.jpg: 4729 bytes, checksum: a2a415f6ac0d39dd8e60fafda805368f (MD5)
Migunov_iastate_0097E_20339.pdf.txt: 84055 bytes, checksum: 7e2a75e1d4244db30a18c7038b3b4332 (MD5)
sword-2022-11-09.original: 504687 bytes, checksum: c8c0be34e248576fe182b4cf25dffcee (MD5)
Migunov_iastate_0097E_20339.pdf: 517137 bytes, checksum: c39e9c3606ba7c1f9dadc31b26270c4c (MD5)",PDF,,,,,0000-0002-1003-2757,,,,,https://dr.lib.iastate.edu/handle/20.500.12876/erLKZqMv,en,en,,,,,,,,,,,,,Computer science||Mathematics||Logic,,algorithmic dimension||analog computation||chemical reaction networks||computational learning theory||continuous time Markov chain,,Randomness and dimension in computational learning and analog computation,,,dissertation,dissertation,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::244685::600,,,,,Computer science||Mathematics||Logic,Iowa State University,,dissertation,,Doctor of Philosophy
76653f03-42f6-4cf4-9e6b-ed4c7bd1b10f,20.500.12876/5,Carl K. Chang,"Feng, Yunfei",,Department of Computer Science::virtual::115568::600,,2019-09-14T06:02:16.000,2020-06-30T03:16:09Z,2020-06-30T03:16:09Z,Tue May 01 00:00:00 UTC 2018,7/14/2019,1/1/2018,,,"<p>Activities of daily living (ADL) are things we normally do in daily living, including any daily activity such as feeding ourselves, bathing, dressing, grooming, work, homemaking, and leisure. The ability or inability to perform ADLs can be used as a very practical measure of human capability in many types of disorder and disability. Oftentimes in a health care facility, with the help of observations by nurses and self-reporting by residents, professional staff manually collect ADL data and enter data into the system.</p>
<p>Technologies in smart homes can provide some solutions to detecting and monitoring a resident’s ADL. Typically multiple sensors can be deployed, such as surveillance cameras in the smart home environment, and contacted sensors affixed to the resident’s body. Note that the traditional technologies incur costly and laborious sensor deployment, and cause uncomfortable feeling of contacted sensors with increased inconvenience.</p>
<p>This work presents a novel system facilitated via mobile devices to collect and analyze mobile data pertaining to the human users’ ADL. By employing only one smart phone, this system, named ADL recognition system, significantly reduces set-up costs and saves manpower.</p>
<p>It encapsulates rather sophisticated technologies under the hood, such as an agent-based information management platform integrating both the mobile end and the cloud, observer patterns and a time-series based motion analysis mechanism over sensory data. As a single-point deployment system, ADL recognition system provides further benefits that enable the replay of users’ daily ADL routines, in addition to the timely assessment of their life habits.</p>",,,Made available in DSpace on 2020-06-30T03:16:09Z (GMT). No. of bitstreams: 0,application/pdf,archive/lib.dr.iastate.edu/etd/17134/,8141,14931893,,,,isulib-bepress-aws-west,,etd/17134,https://dr.lib.iastate.edu/handle/20.500.12876/31317,en,,,,,,,,,,archive/lib.dr.iastate.edu/etd/17134/Feng_iastate_0097E_17221.pdf|||Fri Jan 14 21:17:03 UTC 2022,,,Computer Sciences,,Activity of daily living||Auditory analysis||Behaviour recognition||Mobile data analysis||Smart phone,,,Recognition of activities of daily living,,,dissertation,dissertation,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::115568::600,,,,Computer Science,,,dissertation,,Doctor of Philosophy,
675686f4-d38c-42f1-a13c-817f2cab0fdb,20.500.12876/5,"Sarkar, Soumik||Tian, Jin||Basu, Samik","Gangopadhyay, Tryambak",,Department of Computer Science::virtual::244930::600,,,2022-11-08T23:47:16Z,2022-11-08T23:47:16Z,,,2021-05,2022-11-08T23:47:16Z,,"In many cyber-physical systems, imaging can be an important but expensive or `difficult to deploy' sensing modality. One such example is detecting combustion instability using flame images where deep learning frameworks have demonstrated high performance. The proposed frameworks are shown to be quite trustworthy such that the domain experts can have sufficient confidence to use these models in real systems to prevent unwanted incidents. However, flame imaging is not a common sensing modality in combustion engines today. Therefore, the current roadblock exists on the hardware side regarding the acquisition and processing of high-volume flame images. On the other hand, the acoustic pressure time series is a more feasible modality for data collection in real combustors. Therefore, the optimal solution can be to utilize acoustic time series as a sensing modality and, at the same time, to implement the image-based deep learning frameworks for more efficient detection of combustion instability. To achieve this, we propose a novel model that can reconstruct cross-modal visual features from acoustic pressure time series in combustion systems. The results demonstrate that the detection accuracy can be enhanced using only time series data by using our approach. Our proposed approach provides the unique benefit of generating synthetic visual features corresponding to time series information. With our proposed model, we anticipate that deep learning based instability detection frameworks will become more feasible by avoiding the use of imaging which is an expensive sensing modality. By deploying such frameworks on a real system, instability can be detected effectively, preventing revenue loss from unwanted incidents (e.g., flame blowout and structural damage to the engines). By providing the benefit of cross-modal reconstruction, this model can prove useful in different domains well beyond the power generation and transportation industries.",,,"Made available in DSpace on 2022-11-08T23:47:16Z (GMT). No. of bitstreams: 1
Gangopadhyay_iastate_0097M_19462.pdf: 2535670 bytes, checksum: 8169aa4278f48890260ffffa197cecc6 (MD5)
  Previous issue date: 2021-05",PDF,,,,,,,,,,https://dr.lib.iastate.edu/handle/20.500.12876/GvqXxZgw,en,en,,,,,,,,,,,,,Computer science,,Combustion Instability||Cross-Modal Reconstruction||Deep Learning||Time Series,,Reconstruction of cross-modal visual features from acoustic pressure time series in combustion systems,,,thesis,thesis,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::244930::600,,,,,Computer science,Iowa State University,,thesis,,Master of Science
cc1e8078-d3d9-4929-8ce3-da008d826a32,20.500.12876/5,"Quinn, Chris J||Jannesari, Ali||Huang, Xiaoqiu","Hu, Zefu",,Department of Computer Science::virtual::245019::600,,,2024-10-15T22:26:19Z,2024-10-15T22:26:19Z,,2026-10-15T00:00:00Z,2024-08,2024-10-15T22:26:21Z,,"Various code intelligence tasks have made massive progress in terms of performance due to the advance of code language models. 
However, the research on the interpretability of these models is left far behind, bottlenecking the reliability and efficiency of the inference. 
One obstacle is redundant layers and neurons. Identifying redundant neurons helps better understand the models and guides research on compact and efficient models. Focusing on the token tagging task and seven (code) models: BERT, RoBERTa(RBa), CodeBERT(CB), GraphCodeBERT(GCB), UniXCoder(UC), CodeGPT-Python(CGP), and CodeGPT-Java(CGJ), we leverage redundancy and concept analyses to perform layer- and fine-grained neuron-level analyses to show that not all the layers/neurons are necessary to encode those concepts. 
In the analysis, we study how much general and task-specific redundancy the models exhibit at the layer and more fine-grained neuron levels. We find that over 95\% neurons are redundant, and removing these neurons would not have a serious negative impact on the accuracy. We also identify several compositions of neurons that can make predictions with the same accuracy as the entire network. Through concept analysis, we explore the traceability and distribution of human-recognizable concepts. We determine neurons that respond to specific code properties; for example, neurons that respond to ``number"", ``string,"" and higher-level ``text"" properties for the token tagging task are found. Our insights guide future research about compact and efficient code models.",,,"Made available in DSpace on 2024-10-15T22:26:19Z (GMT). No. of bitstreams: 1
Hu_iastate_0097M_21725.pdf: 1337725 bytes, checksum: 5ef503a9b79caf84f26264949bea9d10 (MD5)
  Previous issue date: 2024-08",PDF,,,,,,,,,,https://dr.lib.iastate.edu/handle/20.500.12876/GvqXQpqw,en,en,,,,,,,,,,,,,Computer science,,Machine learning||Software engineering,,Redundancy and concept analysis for code models on the token tagging task,,,thesis,thesis,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::245019::600,,,,,Computer science,Iowa State University,,thesis,,Master of Science
ae9a2559-199d-4fc9-916b-50dbfef7ff6b,20.500.12876/5,"Mitra, Simanta||Prabhu, Gurpur||Cai, Ying","Bhowmik, Souradeep",,Department of Computer Science::virtual::244941::600,,,2022-11-08T23:40:00Z,2022-11-08T23:40:00Z,,,2020-12,2022-11-08T23:40:01Z,,"Code written in modern programming languages (such as Java) can be almost impossible to understand and maintain due to poor design and coding practices used during its development. Instead of redeveloping the entire code from scratch (which is an expensive and time-consuming proposition), typically a series of refactoring steps are applied to make the software better in terms of both design and coding quality, which translates to better user experience because the maintainability and scalability of the application is increased. In this project we consider an existing code base that was written hastily in Java and was really poor in terms of design and code quality. We share our experiences in refactoring this code base in order to make it modular and with improved design and code quality. We first analyzed the existing code base to identify areas for improvement and then used certain benchmark metrics to guide the refactoring. We present a comparison of the final state of the code with the original code base to demonstrate the use of good software development practices.",,,"Made available in DSpace on 2022-11-08T23:40:00Z (GMT). No. of bitstreams: 1
Bhowmik_iastate_0097M_19229.pdf: 650285 bytes, checksum: d02635d6fc5d22875733fe0e189f1168 (MD5)
  Previous issue date: 2020-12",PDF,,,,,,,,,,https://dr.lib.iastate.edu/handle/20.500.12876/dv6l1exz,en,en,,,,,,,,,,,,,Computer science,,Code quality||Moularity in code||Refactoring,,Refactoring an existing code base to improve modularity and quality,,,thesis,thesis,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::244941::600,,,,,Computer science,Iowa State University,,thesis,,Master of Science
915a896b-9979-4aa1-8cb4-988e89028281,20.500.12876/5,"Le, Wei||Gao, Hongyang||Cohen, Myra","Steenhoek, Benjamin Jeremiah",,Department of Computer Science::virtual::244913::600,,,2022-11-09T02:27:47Z,2022-11-09T02:27:47Z,,,2021-12,2022-11-09T02:27:47Z,,"Software vulnerabilities allow attackers to take down important services and steal users’ private data. Many new vulnerabilities are reported each year, showing that vulnerabilities are prevalent in software programs. Therefore, it is critically important for developers to detect vulnerabilities before releasing their software. Recently, deep learning models have been successfully trained to detect vulnerabilities by learning to classify vulnerable and non-vulnerable code from open-source projects on Github. However, the existing datasets suffer from limited and imbalanced data, and both factors hurt the models’ performance.

We implemented a framework for automatically applying refactoring as a data augmentation technique to increase the diversity of program datasets and address data imbalance. Our refactoring framework can be tuned for different models and datasets. We evaluated our approach by using it to train state-of-the-art deep learning models. Our results show that naively refactoring programs does not significantly improve model performance. We found that some refactorings decrease model performance because they introduce tokens that are outside of the model’s vocabulary, and that naive applications of refactoring do not produce sufficiently diverse programs. Our method can be tuned to improve model performance above state-of-the-art methods by producing diverse programs and targeting imbalanced data. We also found that our method can be applied to the majority of programs in practice. Based on our results, we believe that refactoring is a useful data augmentation technique that will benefit further research and applications of deep learning for vulnerability detection.",,,"Made available in DSpace on 2022-11-09T02:27:47Z (GMT). No. of bitstreams: 1
Steenhoek_iastate_0097M_19654.pdf: 541009 bytes, checksum: bc6dda047b979067bc052f7e2f9aa712 (MD5)
  Previous issue date: 2021-12||Item withdrawn by Anne Shelley (aeshelle@iastate.edu) on 2024-03-16T04:19:40Z
Item was in collections:
Theses and Dissertations (ID: 0830d32e-14e1-4a4f-bb8f-271a75ed35af)
No. of bitstreams: 4
Steenhoek_iastate_0097M_19654.pdf.jpg: 4893 bytes, checksum: 4708d5abfebe9529e01c8dfa20197674 (MD5)
Steenhoek_iastate_0097M_19654.pdf.txt: 101092 bytes, checksum: 80ee47f5e8615d13c7997119d09fe429 (MD5)
sword-2022-11-09.original: 493973 bytes, checksum: 794a6ccaf70f4f37fd12c33dbd7e1b43 (MD5)
Steenhoek_iastate_0097M_19654.pdf: 541009 bytes, checksum: bc6dda047b979067bc052f7e2f9aa712 (MD5)",PDF,,,,,0000-0001-6175-105X,,,,,https://dr.lib.iastate.edu/handle/20.500.12876/avVO95xr,en,en,,,,,,,,,,,,,Computer science,,bug detection||deep learning||machine learning||refactoring||semantic-preserving transformations||vulnerability detection,,Refactoring programs to improve the performance of deep learning for vulnerability detection,,,thesis,thesis,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::244913::600,,,,,Computer science,Iowa State University,,thesis,,Master of Science
06d3a62d-56fa-4bd5-af89-9aeee06db89f,20.500.12876/5,"Cohen, Myra B||Lutz, Jack H||Iadecola, Thomas","Kitt, Linsey",,Department of Computer Science::virtual::244989::600,,,2024-06-05T22:07:41Z,2024-06-05T22:07:41Z,,2024-12-05T00:00:00Z,2024-05,2024-06-05T22:07:41Z,,"Quantum computing is a field that has drawn a lot of attention over the years as it has shown great potential to solve new problems and has seen rapid development. To meet the demands of this rapid development, software engineering researchers have been studying methods to address the unique challenges presented by the probabilistic nature of quantum computing in its software platforms. One important aspect of this is understanding how to test and validate quantum software platforms when the expected outputs when running a program are not always known. Recent research using metamorphic testing was able to detect 13 faults in the Qiskit quantum computing platform; however, this is a rapidly evolving platform. Since their work, Qiskit has already advanced ahead several versions, which brings up more questions regarding research for quantum software platforms: do these tools researchers create hold up across versions of these frequently-updated platforms, and how much work does it take to maintain and extend these tools? 

In this thesis, we study the ease of regression testing in the context of this quantum computing platform. We update to the latest version of Qiskit, extend two existing metamorphic transformations on a metamorphic testing platform for Qiskit, add six new metamorphic transformations, and perform a set of metamorphic testing runs to analyze how our changes perform. In doing so, we were able to discover five additional new faults on the Qiskit platform; however, we also uncovered several challenges, which we synthesize for the reader. We also offer discussion on where the future work of metamorphic testing on quantum software platforms may lead based on our challenges and successes during this process.",,,"Made available in DSpace on 2024-06-05T22:07:41Z (GMT). No. of bitstreams: 1
Kitt_iastate_0097M_21454.pdf: 6779978 bytes, checksum: 3ab12e26b385150fe27d9400fca74d58 (MD5)
  Previous issue date: 2024-05",PDF,,,,https://doi.org/10.31274/td-20240617-7,,,,,,https://dr.lib.iastate.edu/handle/20.500.12876/aw4NZV7r,en,en,,,,,,,,,,,,,Computer science,,quantum computing||software testing,,Regression testing of an evolving quantum platform,,,thesis,thesis,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::244989::600,,,,,Computer science,Iowa State University,,thesis,,Master of Science
ab21fb55-94bc-4285-bb59-7bfacff03a8f,20.500.12876/5,Leslie Miller||Eve S Wurtele,"Balakrishnan, Aravindh kumar",,Department of Computer Science::virtual::80227::600,,2018-08-11T16:32:42.000,2020-06-30T02:41:30Z,2020-06-30T02:41:30Z,Sun Jan 01 00:00:00 UTC 2012,6/5/2013,1/1/2012,,,"<p>One of the greatest challenges in the field of biology today is the determination of unknown gene function. A number of web applications are currently being developed which aim at providing gene related information, such as gene expression and co-expression data for individual genes. Integrating gene expression networks with external data sources may give researchers additional information about these genes.</p>
<p>A regulon is a collection of highly co-expressed genes which can be identified by clustering a network of genes obtained from transcriptomic analysis. Regulon analysis offers a potential way to evaluate functions of genes in a given gene family or for developing hypothesis about the function of unknown genes. Hence, it is important that information about regulons, genes, and co-expression data be available to all biologists in a user friendly manner. Currently, information about regulons and its associated genes are not easily accessible, and in order to view regulon information, manual look up into flat files such as text files is required. In order to avoid this, we come up with an application which aim at providing regulon, gene, and co-expression data for three important species in a user-friendly manner using a web interface.</p>
<p>RegulonIT is a web based tool that aims at providing information about regulons and other gene related information. Currently, the tool provides regulon, gene and co-expression information for three species (Arabidopsis thaliana, Saccharomyces cerevisiae and Homo sapiens) for very large transcriptomic datasets using a web interface. RegulonIT is a user friendly platform independent web tool and is available at http://metnetdb.org:9090/regulonit.</p>",,,Made available in DSpace on 2020-06-30T02:41:30Z (GMT). No. of bitstreams: 0,application/pdf,archive/lib.dr.iastate.edu/etd/12270/,3277,3437635,https://doi.org/10.31274/etd-180810-2044,,,isulib-bepress-aws-west,,etd/12270,https://dr.lib.iastate.edu/handle/20.500.12876/26459,en,,,,,,,,,,archive/lib.dr.iastate.edu/etd/12270/Balakrishnan_iastate_0097M_12502.pdf|||Fri Jan 14 19:16:59 UTC 2022,,,Bioinformatics||Computer Sciences,,,,,"RegulonIT - A web based tool for regulon, gene, and co-expression data",,,thesis,thesis,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::80227::600,,,,,,,thesis,,Master of Science,
3bfc29a3-5459-42c1-81d9-c9bb9c8bec57,20.500.12876/5,"Sarkar, Soumik||Chowdhury, Ratul||Reuel, Nigel||Li, Qi","Ferdous, Md Sakib",,Department of Computer Science::virtual::244774::600,,,2023-08-25T19:16:43Z,2023-08-25T19:16:43Z,,2024-08-25T00:00:00Z,2023-08,2023-08-25T19:16:43Z,,"Reinforcement learning (RL), a subset of machine learning (ML), can potentially optimize and control biomanufacturing processes, such as improved production of therapeutic cells. Here, the process of CAR-T cell activation by antigen presenting beads and their subsequent expansion is formulated in-silico. The simulation is used as an environment to train RL-agents to dynamically control the number of beads in culture with the objective of maximizing the population of robust effector cells at the end of the culture. We make periodic decisions of incremental bead addition or complete removal. The simulation is designed to operate in OpenAI Gym which enables testing of different environments, cell types, agent algorithms and state-inputs to the RL-agent. Agent training is demonstrated with three different algorithms (PPO, A2C and DQN) each sampling three different state input types (tabular, image, mixed); PPO-tabular performs best for this simulation environment. Using this approach, training of the RL-agent on different cell types is demonstrated, resulting in unique control strategies for each type.  Sensitivity to input noise (sensor performance), number of control step interventions, and advantage of pre-trained agents are also evaluated. Therefore, we present a general computational framework to maximize the population of robust effector cells in CAR-T cell therapy production.",,,"Made available in DSpace on 2023-08-25T19:16:43Z (GMT). No. of bitstreams: 1
Ferdous_iastate_0097M_20918.pdf: 972945 bytes, checksum: 8abf5f70db8be6ce4f5a44497a9aa5ea (MD5)
  Previous issue date: 2023-08||Item withdrawn by Anne Shelley (aeshelle@iastate.edu) on 2024-03-14T21:46:22Z
Item was in collections:
Theses and Dissertations (ID: 0830d32e-14e1-4a4f-bb8f-271a75ed35af)
No. of bitstreams: 4
Ferdous_iastate_0097M_20918.pdf.jpg: 5455 bytes, checksum: 3d4bbaeddb5d363b84edfc5f66ba42c0 (MD5)
Ferdous_iastate_0097M_20918.pdf.txt: 63240 bytes, checksum: 6b5c664660c1fd26b61b6acac360e406 (MD5)
sword-2023-08-25.original: 853733 bytes, checksum: 4645cf9b10bea8fd9025cbae3655835f (MD5)
Ferdous_iastate_0097M_20918.pdf: 972945 bytes, checksum: 8abf5f70db8be6ce4f5a44497a9aa5ea (MD5)",PDF,,,,,0000-0001-7396-9830,,,,,https://dr.lib.iastate.edu/handle/20.500.12876/5w5pVD5z,en,en,,,,,,,,,,,,,Artificial intelligence,,CAR T-cell||Cell Therapy||Deep Reinforcement Learning||Machine Learning||Reinforcement Learning,,Reinforcement learning-guided control strategies for CAR T-cell activation and expansion,,,thesis,thesis,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::244774::600,,,,,Artificial intelligence,Iowa State University,,thesis,,Master of Science
0ca912dd-94f2-4de5-9068-08147b55a732,20.500.12876/5,"Aduri, Pavan||Chaudhuri, Soma||Quinn, Christopher","Chen, Michael Qi Yin",,Department of Computer Science::virtual::244988::600,,,2024-01-25T20:18:57Z,2024-01-25T20:18:57Z,,,2023-12,2024-01-25T20:18:58Z,,"This thesis studies the class of languages solvable by Adaptive Massively Parallel Computations in constant rounds from a computational complexity theory perspective. A language $L$ is in the class $\AMPC^0$ if for every $\varepsilon \in(0,1)$, there is a deterministic AMPC algorithm running in constant rounds with a $\textup{poly}(n)$ processors, where the local memory of each machine $O(n^\varepsilon)$. This thesis proves $\L\subsetneq\AMPC^0$ and then further improves it by showing $\ReachUL\subsetneq \AMPC^0$. The complexity class $\ReachUL$ lies between the well-known space-bounded complexity classes $\L$ and $\NL$. We also show that $\AMPC^0\subseteq\cap_{\varepsilon\in(0,1)}\DSPACE(n^\varepsilon)$, which is stronger than $\AMPC^0\subseteq\SubEXP$. We establish that it is unlikely that $\PSPACE$ admits $\AMPC$ algorithms, even with polynomially many rounds. We also establish that showing $\PSPACE$ is a subclass of (nonuniform) $\AMPC$ with polynomially many rounds leads to a significant separation result in complexity theory, namely $\PSPACE$ is a proper subclass of $\EXP^{\Sigma_2^{\P}}$.",,,"Made available in DSpace on 2024-01-25T20:18:57Z (GMT). No. of bitstreams: 1
Chen_iastate_0097M_21265.pdf: 554641 bytes, checksum: 4f85fd695dfeed329bba42bb35471092 (MD5)
  Previous issue date: 2023-12",PDF,,,,https://doi.org/10.31274/td-20240617-212,,,,,,https://dr.lib.iastate.edu/handle/20.500.12876/7wbOKBYv,en,en,,,,,,,,,,,,,Computer science,,AMPC||Complexity Classes||LogSpace||Massively Parallel Computation||NL||PSPACE,,Relations between Space-Bounded and Adaptive Massively Parallel Computations,,,thesis,thesis,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::244988::600,,,,,Computer science,Iowa State University,,thesis,,Master of Science
2cfa5414-f3ad-488d-92d7-ca3633047948,20.500.12876/5,"Li, Qi||Le, Wei||Cohen, Myra","Sium, Yonas Afewerki",,Department of Computer Science::virtual::244877::600,,,2022-11-09T02:47:22Z,2022-11-09T02:47:22Z,,,2022-05,2022-11-09T02:47:22Z,,"The major success of any machine learning algorithm heavily relies on an efficient representation learning of the data. Having inefficient representation learning of the data leads to loss of important information that can lead to poor performance of the downstream tasks. Graph representation learning is getting more popular due to the introduction of structural information with its own feature to get effective representation learning on graph data. In this work, we developed an efficient graph-based program representation learning for an effective search for algorithms implementation from repositories using pseudo-code as a query. We designed the {\it p-language} to specify an algorithm, which we call {\it p-code}. By automatically analyzing {\it p-code}, we extract control flow, math, and natural language information from the algorithm descriptions. The three types of features of {\it p-code} and source code are encoded by a graph neural network and used by the code retrieval technique for search. We implemented our technique in a tool called {\it Beryllium} and performed the experiments on Java, C, and the mixed languages of Java and C. The results of our search tool Beryllium, show that the effective graph representation learning for algorithm and program greatly help to identify the algorithm implementations in different languages and outperform the state-of-the-art code search tools.",,,"Made available in DSpace on 2022-11-09T02:47:22Z (GMT). No. of bitstreams: 1
Sium_iastate_0097M_20168.pdf: 1754324 bytes, checksum: a57031ab195a3628aee5d178dcd5fbbe (MD5)
  Previous issue date: 2022-05||Item withdrawn by Anne Shelley (aeshelle@iastate.edu) on 2024-03-16T04:03:00Z
Item was in collections:
Theses and Dissertations (ID: 0830d32e-14e1-4a4f-bb8f-271a75ed35af)
No. of bitstreams: 4
Sium_iastate_0097M_20168.pdf.jpg: 4668 bytes, checksum: 205bf9bf7c7311da8535301c3bf98459 (MD5)
Sium_iastate_0097M_20168.pdf.txt: 80183 bytes, checksum: 10dcdbf4c88fde258fbf5a6b7500dc62 (MD5)
sword-2022-11-09.original: 1666074 bytes, checksum: 23e5f8bc4abcbc71fa002cf09444ad9e (MD5)
Sium_iastate_0097M_20168.pdf: 1754324 bytes, checksum: a57031ab195a3628aee5d178dcd5fbbe (MD5)",PDF,,,,,,,,,,https://dr.lib.iastate.edu/handle/20.500.12876/JvNVB43v,en,en,,,,,,,,,,,,,Computer science||Computer science,,algorithms implementation search||graph auto encoder||graph representation learning||node grouping||p-code||search using pseudo code,,Representation learning for algorithms implementation search using pseudo code,,,thesis,thesis,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::244877::600,,,,,Computer science||Computer science,Iowa State University,,thesis,,Master of Science
